"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M.APC.18h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"33/674"	"385/16992"	2.86729442677509e-05	0.00154633855248638	0.00133643294702075	"100/708/6347/29126/920/1435/1493/9093/3109/3113/3117/3119/3122/3329/80173/3685/3717/3956/3965/10892/4811/4814/64127/8613/4860/5788/7037/7048/7052/10673/11078/7409/10451"	33
"M.APC.24h.10"	"GO:0045785"	"positive regulation of cell adhesion"	"8/107"	"385/16992"	0.00299724257697185	0.0488350723874614	0.040362866703221	"5788/29108/942/2319/5724/3115/6363/961"	8
"M.APC.24h.2"	"GO:0045785"	"positive regulation of cell adhesion"	"19/390"	"385/16992"	0.00152231827047901	0.0240622559827889	0.0193052884893698	"6347/51744/29126/942/10563/1803/2335/23308/3553/3673/11006/8440/4811/80380/64926/4088/6850/8995/7412"	19
"M.APC.24h.3"	"GO:0045785"	"positive regulation of cell adhesion"	"51/955"	"385/16992"	1.00815899655015e-08	1.6866500012284e-06	1.3778172952852e-06	"708/55604/1236/51744/80381/920/941/9308/1435/1540/1793/1803/10211/2534/2651/3109/3115/3117/3118/3120/3329/23308/3586/3559/3569/3676/3685/3956/3965/10892/8440/10276/4814/64127/80380/8613/4860/10125/5979/6239/4088/7037/7048/7052/7124/8764/8740/8995/7168/7409/8876"	51
"M.APC.24h.5"	"GO:0045785"	"positive regulation of cell adhesion"	"45/833"	"385/16992"	5.82707964405485e-08	6.03224140652262e-06	4.73322434245157e-06	"288/301/6363/6347/6366/729230/1236/912/51744/29126/1604/941/11151/1435/1445/10563/9265/10085/10211/2335/2294/3109/3383/51561/3569/3676/9270/11006/1326/10276/4811/4814/64127/146850/5724/10125/6385/6714/7124/8995/28755/7409/7412/7422/7494"	45
"M.APC.24h.6"	"GO:0045785"	"positive regulation of cell adhesion"	"25/447"	"385/16992"	3.31899782859054e-05	0.00401029766203125	0.00331899782859054	"604/912/51744/948/960/942/1021/10370/11221/1947/2294/3122/3566/3965/91663/4814/64127/5724/5881/55423/6850/7030/7037/7048/7409"	25
"M.APC.24h.7"	"GO:0045785"	"positive regulation of cell adhesion"	"16/187"	"385/16992"	5.75467844162035e-06	0.000759617554293886	0.000667157218375412	"3122/7052/3125/3956/920/972/3115/3126/3109/64127/5058/3113/9308/54518/3117/4814"	16
"M.APC.24h.9"	"GO:0045785"	"positive regulation of cell adhesion"	"13/152"	"385/16992"	4.32733767012899e-05	0.00747006665306017	0.00638851692879569	"3122/7052/11151/3956/920/972/3115/3109/64127/5058/3113/948/4814"	13
"M.APC.5d.1"	"GO:0045785"	"positive regulation of cell adhesion"	"33/625"	"385/16992"	6.153570466824e-06	0.000715660245291632	0.000589447276295773	"708/29126/80381/920/941/942/11151/9093/10211/3109/3113/3119/3329/23308/3485/3569/3956/3965/91663/8440/10276/4814/64127/5062/8613/7037/7048/7052/7124/8784/11078/7409/7422"	33
"M.Neutr.36h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"18/315"	"385/16992"	0.00032225909542978	0.016669487296773	0.0141633810675057	"54518/566/604/939/29126/1540/2335/3122/3566/3678/3987/79625/64127/10562/5788/5979/7124/7409"	18
"M.Neutr.72h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"68/1988"	"385/16992"	0.000325021077367109	0.00575442078881386	0.00459971349256377	"100/54518/566/9530/8915/604/708/811/6347/29126/1604/941/9308/942/11151/1435/1540/9093/10085/51571/10211/10272/3133/3135/3329/3383/23308/3485/3553/51561/3566/3572/3676/3717/3956/3965/10859/3987/4067/10892/4690/4814/64127/5170/4860/57580/5724/5777/5788/5795/29108/5879/5881/64926/5979/6251/6281/6385/55423/6850/7030/7037/7048/7124/8764/11078/7409/7784"	68
"Musc.Skel.24h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"45/833"	"385/16992"	5.82707964405485e-08	6.03224140652262e-06	4.73322434245157e-06	"288/301/6363/6347/6366/729230/1236/912/51744/29126/1604/941/11151/1435/1445/10563/9265/10085/10211/2335/2294/3109/3383/51561/3569/3676/9270/11006/1326/10276/4811/4814/64127/146850/5724/10125/6385/6714/7124/8995/28755/7409/7412/7422/7494"	45
"Musc.Skel.48h.1"	"GO:0045785"	"positive regulation of cell adhesion"	"8/77"	"385/16992"	0.000347589074707085	0.029224254204574	0.0254771254854407	"10085/1295/1803/255743/25890/3575/6387/7042"	8
"E.Pr.24h.1"	"GO:0050867"	"positive regulation of cell activation"	"39/922"	"336/16992"	6.25744368844573e-06	0.000927178852508891	0.000765605922103919	"6347/3123/22890/3117/2624/596/3635/10451/164/942/126259/3479/5914/4602/3113/3127/3125/939/1236/283234/5788/3559/3718/7292/604/64926/3126/3122/961/10125/100133941/3575/59067/3115/3514/3952/50943/57162/8660"	39
"F.F.36h.1"	"GO:0050867"	"positive regulation of cell activation"	"57/931"	"336/16992"	1.77543167128446e-14	8.68186087258099e-11	6.98211865675656e-11	"100/101/79915/695/151888/84433/6363/6347/6352/1236/10666/939/29126/952/941/9308/942/11151/1803/1948/1880/9402/3109/3113/3117/3118/3122/3127/3329/29851/23308/3507/28448/90865/3569/3635/3735/100528032/3932/3956/10859/4067/4208/4436/5159/146850/5341/4860/5777/5788/64926/10125/6850/7099/10673/8673/7409"	57
"F.F.8h.1"	"GO:0050867"	"positive regulation of cell activation"	"42/423"	"336/16992"	4.86751803824142e-18	3.12007906251275e-15	2.41753395899324e-15	"100/596/695/151888/1236/10666/939/29126/952/958/941/9308/942/11151/1880/9402/3109/3113/3115/3117/3118/3122/3127/3507/28448/3635/3735/10859/4067/4208/146850/5341/5777/5788/64926/10125/26228/6850/7037/10673/8673/7409"	42
"L.B.36h.1"	"GO:0050867"	"positive regulation of cell activation"	"9/119"	"336/16992"	0.000596920197231023	0.0478359495987896	0.0423802506636617	"151888/29126/952/942/3735/79576/80380/7057/7292"	9
"L.Pbmc.24h.1"	"GO:0050867"	"positive regulation of cell activation"	"24/264"	"336/16992"	5.54478199905468e-10	1.79298087005795e-07	1.39548101985778e-07	"23529/29108/199/136/3965/3125/5819/3956/920/1326/5724/3115/3126/10673/972/3109/64127/5058/6363/3113/1026/2621/10148/3117"	24
"L.Pbmc.24h.2"	"GO:0050867"	"positive regulation of cell activation"	"26/302"	"336/16992"	3.41002269852014e-10	7.5379979025838e-08	5.42168084982875e-08	"23529/3119/2534/975/3569/199/3965/3125/5819/3956/920/5724/3115/3126/10673/972/3109/64127/5058/6363/3113/8651/958/1026/10148/3117"	26
"L.Pbmc.2M.1"	"GO:0050867"	"positive regulation of cell activation"	"6/69"	"336/16992"	0.00240677725983641	0.035597914819906	0.0286535130322425	"3569/114548/3606/3586/301/10859"	6
"L.Pbmc.6h.1"	"GO:0050867"	"positive regulation of cell activation"	"7/90"	"336/16992"	0.00203887042438115	0.023954113550037	0.0169603202373622	"29108/3569/114548/5724/64127/1026/100"	7
"L.Pbmc.8h.1"	"GO:0050867"	"positive regulation of cell activation"	"13/196"	"336/16992"	0.000147186859178656	0.00379986793061954	0.00280604450680158	"639/23529/57162/7057/29108/3569/136/101/942/3956/64127/1026/100"	13
"L.Pbmc.8h.2"	"GO:0050867"	"positive regulation of cell activation"	"20/220"	"336/16992"	1.57157781246566e-08	3.87281675214752e-06	2.80993386319048e-06	"639/23529/3119/7037/57162/7057/1803/29108/3569/136/101/3125/5819/3956/3109/64127/1493/1026/100/3117"	20
"L.T.10d.1"	"GO:0050867"	"positive regulation of cell activation"	"24/295"	"336/16992"	5.13554605731231e-09	1.72974528566746e-06	1.30673846568358e-06	"301/151888/6352/10666/51744/29126/940/952/959/941/942/1493/2207/2625/3280/3113/3458/3543/3565/3569/3717/7057/7293/10673"	24
"L.T.2d.1"	"GO:0050867"	"positive regulation of cell activation"	"29/645"	"336/16992"	3.49224092361719e-05	0.0191069231533406	0.017594461179645	"164/84433/29126/940/952/923/1493/3113/3119/3329/10808/29851/3458/9173/3572/3932/4208/4282/2956/5062/5295/5341/5914/253260/7037/7292/8673/7525/7784"	29
"M.APC.12h.1"	"GO:0050867"	"positive regulation of cell activation"	"39/1114"	"336/16992"	0.000371290869353016	0.0151703017407307	0.0130636530493457	"100/84433/6347/6352/1236/952/958/941/942/1493/9093/2205/2268/3280/3109/3113/3119/3120/3146/3329/10808/3485/3569/3635/3717/3916/3965/10892/8440/5819/64127/7468/5062/4860/5788/6777/7037/7048/7412"	39
"M.APC.12h.2"	"GO:0050867"	"positive regulation of cell activation"	"30/606"	"336/16992"	3.97629558519953e-06	0.000517560094967411	0.00041371159210348	"10666/29126/80381/958/941/975/942/11151/9093/2205/2207/3109/3113/3119/3329/23308/3569/3956/3965/4436/8440/64127/5062/5341/5590/5914/7037/7048/7099/7409"	30
"M.APC.18h.1"	"GO:0050867"	"positive regulation of cell activation"	"31/674"	"336/16992"	1.19535543504867e-05	0.000701779557943761	0.000606517454585652	"100/6347/10666/29126/920/975/1493/9093/3109/3113/3117/3119/3122/3329/3717/3916/3956/3965/10892/4208/5819/64127/5341/4860/5788/7037/7048/7057/10673/7409/10451"	31
"M.APC.24h.10"	"GO:0050867"	"positive regulation of cell activation"	"12/107"	"336/16992"	1.35427049959663e-06	0.00013680956671605	0.00011307501013356	"5788/118460/57162/29108/942/2319/5724/3115/6363/961/958/596"	12
"M.APC.24h.2"	"GO:0050867"	"positive regulation of cell activation"	"19/390"	"336/16992"	0.000297182698838666	0.0080299568422691	0.0064424812664314	"596/6347/10666/51744/29126/942/1803/2621/1880/23308/3553/3735/11006/8440/80380/64926/6850/7099/7412"	19
"M.APC.24h.3"	"GO:0050867"	"positive regulation of cell activation"	"45/955"	"336/16992"	5.38594363772604e-08	7.113697662565e-06	5.81114971438862e-06	"596/1236/51744/80381/952/920/958/941/975/9308/1540/1803/2205/2534/2621/3109/3115/3117/3118/3120/3329/23308/3586/3559/3569/3956/3965/10892/4323/8440/5819/64127/80380/5341/4860/639/10125/7037/7048/7057/7099/8764/8740/7409/8876"	45
"M.APC.24h.5"	"GO:0050867"	"positive regulation of cell activation"	"38/833"	"336/16992"	1.4192204919586e-06	8.01375752788894e-05	6.28802954810364e-05	"301/79915/825/6363/6347/6366/729230/1236/912/51744/29126/952/1604/941/11151/1445/284467/2621/2624/3109/51561/90865/3569/11006/1326/4436/64127/22976/146850/5341/5724/10125/6714/148022/28755/7409/7412/7494"	38
"M.APC.24h.6"	"GO:0050867"	"positive regulation of cell activation"	"21/447"	"336/16992"	0.000236716983484553	0.0117773661547785	0.00974716990818749	"596/604/912/51744/952/942/1026/11221/1947/2268/3122/3566/3965/64127/5724/55423/6850/7037/7048/7374/7409"	21
"M.APC.24h.7"	"GO:0050867"	"positive regulation of cell activation"	"16/187"	"336/16992"	9.94264721350464e-07	0.000184514507551336	0.000162055477670323	"639/23529/3122/975/3125/3956/920/972/3115/3126/3109/64127/5058/3113/9308/3117"	16
"M.APC.24h.9"	"GO:0050867"	"positive regulation of cell activation"	"11/152"	"336/16992"	0.00022266570804203	0.0157692996310791	0.0134861497664323	"23529/3122/11151/3956/920/972/3115/3109/64127/5058/3113"	11
"M.APC.4h.1"	"GO:0050867"	"positive regulation of cell activation"	"13/216"	"336/16992"	0.000380353997807766	0.0177278037239098	0.0146861322418223	"596/84433/729230/29126/958/3586/3559/3965/4208/64127/80380/7037/7057"	13
"M.APC.5d.1"	"GO:0050867"	"positive regulation of cell activation"	"30/625"	"336/16992"	7.30488267649216e-06	0.000755162538023146	0.000621982992805415	"10666/29126/80381/920/958/941/975/942/11151/9093/2205/2207/3109/3113/3119/3329/23308/3485/3569/3956/3965/4436/8440/64127/5062/5341/7037/7048/7099/7409"	30
"M.Neutr.36h.1"	"GO:0050867"	"positive regulation of cell activation"	"15/315"	"336/16992"	0.00158181358113939	0.0385013425649327	0.0327130149025809	"604/939/29126/952/1540/3122/3566/3735/4208/4282/64127/5341/5788/7099/7409"	15
"M.Neutr.72h.1"	"GO:0050867"	"positive regulation of cell activation"	"64/1988"	"336/16992"	5.27078169441514e-05	0.00153099737029965	0.00122378072784255	"100/8915/596/604/6347/29126/51293/952/1604/941/975/9308/942/23529/11151/1540/9093/51571/2207/2268/2624/3133/3135/3329/23308/3485/3543/3553/51561/3566/3572/3717/3735/3956/3965/10859/4067/10892/4282/4690/64127/55795/5170/57162/5341/4860/55012/639/5724/5777/5788/29108/5879/64926/55423/6850/7037/7048/7057/7099/8764/8673/7409/7784"	64
"M.Neutr.8h.1"	"GO:0050867"	"positive regulation of cell activation"	"12/176"	"336/16992"	0.000203802743046649	0.0417155725742515	0.0362975690161071	"604/939/29126/952/1540/2268/149233/3735/4208/5341/7099/7409"	12
"Musc.Skel.24h.1"	"GO:0050867"	"positive regulation of cell activation"	"38/833"	"336/16992"	1.4192204919586e-06	8.01375752788894e-05	6.28802954810364e-05	"301/79915/825/6363/6347/6366/729230/1236/912/51744/29126/952/1604/941/11151/1445/284467/2621/2624/3109/51561/90865/3569/11006/1326/4436/64127/22976/146850/5341/5724/10125/6714/148022/28755/7409/7412/7494"	38
"E.Pr.24h.1"	"GO:0050900"	"leukocyte migration"	"44/922"	"454/16992"	0.000140613871028021	0.00712137186640464	0.00588038053248345	"6347/6382/7124/1234/29802/1906/3635/10451/8288/4312/5054/3162/57118/57126/3554/375056/1277/3672/4856/3577/1236/634/6376/4254/4354/23075/10461/481/7056/2357/961/623/1907/140885/5669/3673/3514/3952/3204/79148/3576/947/6355/5155"	44
"E.Pr.24h.2"	"GO:0050900"	"leukocyte migration"	"38/842"	"454/16992"	0.00114279193194078	0.02835937119168	0.0235351706315002	"3569/6347/7057/51561/1906/101/5054/4254/4318/3688/2335/1525/1277/2920/4286/83483/6288/6093/6376/6374/23657/5734/3552/719/29108/3685/7056/9547/63940/11240/3965/857/6385/7525/2150/2886/6372/54210"	38
"F.Co.48h.1"	"GO:0050900"	"leukocyte migration"	"12/125"	"454/16992"	0.000131712028076815	0.0109226903283701	0.00912576194532215	"6356/6347/6354/6355/9023/6387/50848/3676/4856/10544/7056/7422"	12
"F.F.36h.1"	"GO:0050900"	"leukocyte migration"	"43/931"	"454/16992"	0.000337608906640812	0.00647414726852381	0.00520663312780216	"100/101/683/727/6356/6363/6347/6367/6348/6352/1236/965/11151/2920/3576/81704/50848/257144/1880/3383/3507/28778/3554/90865/3569/3635/3683/3695/3512/3735/100528032/3932/4067/64005/80310/5627/2185/5777/140885/6850/7124/7409/7422"	43
"F.F.8h.1"	"GO:0050900"	"leukocyte migration"	"28/423"	"454/16992"	1.05082806758914e-05	0.000260740951480506	0.000202030170413912	"100/6367/6348/1235/1236/965/11151/81704/50848/257144/1880/3383/3507/28778/3635/3683/3695/3512/3735/4067/64005/5627/2185/5777/26228/6850/7124/7409"	28
"L.Pbmc.24h.1"	"GO:0050900"	"leukocyte migration"	"19/264"	"454/16992"	9.32037554194855e-05	0.00256996711648922	0.00200021115261727	"6369/1906/3684/54210/29108/7941/199/3965/6279/2358/5724/6283/7056/972/6363/6357/2621/4318/9056"	19
"L.Pbmc.24h.2"	"GO:0050900"	"leukocyte migration"	"21/302"	"454/16992"	6.6362137469933e-05	0.00177122397109448	0.00127394716859087	"6369/1240/1906/3684/6368/2534/54210/3569/7941/199/3965/10544/2358/4283/5724/7056/972/6363/6357/3627/4318"	21
"L.Pbmc.6h.1"	"GO:0050900"	"leukocyte migration"	"11/90"	"454/16992"	2.73140307464074e-05	0.00125152888880039	0.000886124660636079	"1906/3684/54210/29108/3569/2358/5724/7056/6355/4318/100"	11
"L.Pbmc.8h.1"	"GO:0050900"	"leukocyte migration"	"16/196"	"454/16992"	7.66821424178752e-05	0.00230488824229113	0.00170206415306073	"23657/3552/1906/3684/7057/54210/29108/3569/7941/101/2358/7056/23075/965/3627/100"	16
"L.Pbmc.8h.2"	"GO:0050900"	"leukocyte migration"	"24/220"	"454/16992"	5.5362535070242e-09	1.73637041811214e-06	1.25982878848838e-06	"23657/3552/6520/2920/1906/3684/7057/54210/8832/29108/3569/101/6351/2358/4283/6283/26585/7056/6355/23075/965/3627/100/23428"	24
"L.T.10d.1"	"GO:0050900"	"leukocyte migration"	"20/295"	"454/16992"	0.000138858424098367	0.00447365618508216	0.00337962974533233	"301/57118/6351/6352/51744/3576/2833/2207/2625/257144/3458/3543/3603/3565/3569/3684/3512/3897/7057/54210"	20
"M.APC.12h.1"	"GO:0050900"	"leukocyte migration"	"59/1114"	"454/16992"	3.48163742206147e-07	0.000237556838040574	0.000204568120311638	"29/100/119/30817/682/708/719/728/57118/6357/6361/6362/6347/6367/6368/6352/6354/1236/1435/10563/3576/1588/9046/1906/4072/2321/2357/2358/2359/2995/3146/23765/3554/3569/3635/3672/3683/3684/3685/3695/3965/4286/4318/64005/4973/5291/7941/5054/6566/23657/8140/23428/6777/23075/7056/7124/54210/7412/7422"	59
"M.APC.12h.2"	"GO:0050900"	"leukocyte migration"	"33/606"	"454/16992"	9.13215276205229e-05	0.00467947564059888	0.00374053822214311	"30817/613/708/728/6367/6355/9023/11151/3576/1906/50848/2207/2357/2359/23765/3554/3569/3683/3685/3687/3958/3965/4318/7941/23657/23428/23075/7056/7124/8784/54210/7409/7422"	33
"M.APC.18h.1"	"GO:0050900"	"leukocyte migration"	"45/674"	"454/16992"	1.56598553914956e-08	2.59394318949131e-06	2.2418319297299e-06	"100/683/708/57118/6362/6347/6367/6369/6351/6354/6355/1435/2919/6374/6372/3576/1588/9046/1906/2357/2359/26585/3269/3554/3680/3684/3685/3958/3965/10461/4318/4973/11240/7941/5473/10544/5054/6566/23428/23075/7056/7057/54210/7409/10451"	45
"M.APC.24h.1"	"GO:0050900"	"leukocyte migration"	"47/1115"	"454/16992"	0.00129409977298889	0.0264123642191996	0.0232245688336229	"6868/708/719/727/728/27202/57118/56477/1230/729230/1435/1441/2919/58191/2920/3576/7852/1588/2335/2357/2621/2650/3162/3269/3383/3553/90865/3676/3684/3687/58494/3735/3815/3965/10461/4286/64005/91662/5979/23657/7056/8792/8995/54210/7409/7422/7784"	47
"M.APC.24h.10"	"GO:0050900"	"leukocyte migration"	"13/107"	"454/16992"	5.50287983105679e-06	0.000374990139803843	0.000309934567268316	"2650/3684/29108/4354/2358/1084/5724/3683/6363/10461/961/6357/2919"	13
"M.APC.24h.2"	"GO:0050900"	"leukocyte migration"	"36/390"	"454/16992"	9.76239484227689e-11	9.75995424356632e-08	7.83046828401578e-08	"728/6357/6347/6351/6355/51744/2919/10563/58191/2920/6372/3576/4283/7852/1588/2335/2359/2621/2650/1880/3269/3553/3673/3684/3735/4286/4312/4973/5293/23657/9056/6850/7056/8995/54210/7412"	36
"M.APC.24h.3"	"GO:0050900"	"leukocyte migration"	"64/955"	"454/16992"	8.56268208985378e-12	8.4523079399746e-09	6.90465482245385e-09	"6868/482/708/719/728/6361/6367/6369/10344/6348/6351/6354/6355/1236/51744/1088/9023/1435/1441/3577/1588/1906/2867/2321/2359/2534/2621/2650/2995/3586/3554/3569/3570/3676/3685/3687/3690/3512/3958/3965/4323/4318/64005/5294/7941/5473/5734/5800/5979/6283/6279/6280/9672/23657/9056/23428/7056/7057/7124/8764/8740/8995/54210/7409"	64
"M.APC.24h.4"	"GO:0050900"	"leukocyte migration"	"34/584"	"454/16992"	1.87190635220319e-05	0.00244085243440313	0.00224987021853321	"683/719/728/27202/6346/6366/1230/1525/6372/3576/23604/2650/3383/3676/3680/3684/3815/10461/4312/64005/91662/4973/11240/7941/83483/5724/2185/6283/6279/6280/7056/7060/8995/54210"	34
"M.APC.24h.5"	"GO:0050900"	"leukocyte migration"	"64/833"	"454/16992"	1.82629076161238e-14	3.02494626481731e-11	2.3735371863201e-11	"301/2683/728/27202/6346/6363/6347/6366/6367/6351/6355/729230/1236/51744/11151/1435/1525/10563/3576/4283/7852/23604/1906/83953/2321/2335/2621/2650/3269/80270/3383/28394/51561/90865/3569/3676/3683/3684/3695/3815/10461/4318/64005/11240/5293/5294/7941/83483/5724/6279/6280/6385/5054/8140/23428/6714/7056/7124/8995/54210/7226/7409/7412/7422"	64
"M.APC.24h.6"	"GO:0050900"	"leukocyte migration"	"31/447"	"454/16992"	1.33979793774522e-06	0.000566600547872454	0.000468929278210828	"1230/51744/960/965/4680/1441/6372/2833/7852/2650/64083/2841/3683/3684/3815/3958/3965/91662/23396/5724/7857/140885/55423/9123/9056/23075/6850/7056/7060/54210/7409"	31
"M.APC.24h.8"	"GO:0050900"	"leukocyte migration"	"7/70"	"454/16992"	0.00260906810935218	0.0375813029723811	0.0272757661035376	"6369/101/7124/2358/6283/6357/4318"	7
"M.APC.4h.1"	"GO:0050900"	"leukocyte migration"	"17/216"	"454/16992"	7.28073778723374e-05	0.00606234943599279	0.00502219377536585	"708/6357/6367/6355/729230/1588/1906/2867/2650/3586/3965/7941/5800/6566/23428/7056/7057"	17
"M.APC.5d.1"	"GO:0050900"	"leukocyte migration"	"31/625"	"454/16992"	0.00073431487540391	0.0194092772748806	0.0159862807803243	"30817/613/708/728/6346/6367/6355/9023/11151/3576/1906/50848/2207/2357/2359/23765/3569/3687/3958/3965/4318/7941/23657/23428/23075/7056/7124/8784/54210/7409/7422"	31
"M.Neutr.36h.1"	"GO:0050900"	"leukocyte migration"	"19/315"	"454/16992"	0.000858211929739961	0.0301237605250568	0.0255949263409714	"566/683/719/1269/3576/2867/2335/3678/3684/3735/3815/4282/5979/6283/6279/23657/7124/54210/7409"	19
"M.Neutr.72h.1"	"GO:0050900"	"leukocyte migration"	"86/1988"	"454/16992"	3.70873514280965e-06	0.000215454332202598	0.000172220321598672	"100/102/6868/30817/566/2683/683/708/719/728/811/6347/6367/6348/6351/6354/1230/965/1269/11151/10488/1435/1441/58191/3576/3579/1588/23604/9046/1906/2207/2867/2357/2358/2529/2650/64083/255626/3162/3383/3543/23765/3552/3553/51561/51135/3676/3683/3684/3687/3735/3965/4067/4282/4627/91662/4973/5291/5294/50512/57580/5724/5734/5777/29108/27342/5879/5979/11035/6283/6279/6280/6385/140885/55423/9123/23657/9056/6850/7057/7124/8764/54210/7409/9948/7784"	86
"Musc.Skel.24h.1"	"GO:0050900"	"leukocyte migration"	"64/833"	"454/16992"	1.82629076161238e-14	3.02494626481731e-11	2.3735371863201e-11	"301/2683/728/27202/6346/6363/6347/6366/6367/6351/6355/729230/1236/51744/11151/1435/1525/10563/3576/4283/7852/23604/1906/83953/2321/2335/2621/2650/3269/80270/3383/28394/51561/90865/3569/3676/3683/3684/3695/3815/10461/4318/64005/11240/5293/5294/7941/83483/5724/6279/6280/6385/5054/8140/23428/6714/7056/7124/8995/54210/7226/7409/7412/7422"	64
"O.Test.24h.1"	"GO:0050900"	"leukocyte migration"	"8/48"	"454/16992"	3.60440244557265e-05	0.0224381628337504	0.0182618803583559	"6356/1588/2359/3965/4318/6279/7056/54210"	8
"E.Br.20h.1"	"GO:0002685"	"regulation of leukocyte migration"	"65/4773"	"158/16992"	0.000269709163877075	0.0425845431441702	0.0380094570866971	"29/6868/134/199/301/613/623/653/27202/57118/6363/6369/6370/6351/6352/6354/1236/1435/2919/10563/9547/2921/6374/3576/2833/1588/23604/1906/1908/2155/257144/63940/26585/3204/3554/51561/90865/3565/3569/3673/3735/3929/3958/3965/8174/1432/79148/4354/11240/5228/7941/83483/5473/2185/29108/27342/11035/5054/23075/7057/7060/7124/8784/8995/7422"	65
"E.Pan.3d.1"	"GO:0002685"	"regulation of leukocyte migration"	"15/681"	"158/16992"	0.00173455284395225	0.014819943254647	0.0107878686612492	"196527/2277/23236/23604/2621/301/4254/5054/5734/6793/7057/708/7423/7474/80310"	15
"E.Pr.24h.1"	"GO:0002685"	"regulation of leukocyte migration"	"19/922"	"158/16992"	0.000939736299789149	0.0223977907660646	0.0184946854710312	"6347/7124/1906/5054/3162/57118/3554/375056/4856/1236/4254/4354/23075/623/1907/3673/3204/79148/3576"	19
"E.Pr.24h.2"	"GO:0002685"	"regulation of leukocyte migration"	"21/842"	"158/16992"	3.56594707143929e-05	0.00386130051366068	0.00320445632712634	"3569/6347/7057/51561/1906/101/5054/4254/2920/83483/6374/5734/3552/719/29108/9547/63940/11240/3965/2150/6372"	21
"E.Pr.6h.1"	"GO:0002685"	"regulation of leukocyte migration"	"8/198"	"158/16992"	0.000535185532113803	0.00878487471006315	0.00622436575218364	"1435/9547/1906/26585/3569/5054/7057/7424"	8
"F.Co.48h.1"	"GO:0002685"	"regulation of leukocyte migration"	"6/125"	"158/16992"	0.00110989870932617	0.0417192505068986	0.0348558768231625	"6347/6354/6387/3676/4856/7422"	6
"F.F.36h.1"	"GO:0002685"	"regulation of leukocyte migration"	"23/931"	"158/16992"	1.69648903491828e-05	0.000653215069350426	0.000525328059217133	"100/101/683/727/6363/6347/6348/6352/1236/2920/3576/257144/3383/3554/90865/3569/3735/100528032/4067/80310/2185/7124/7422"	23
"F.F.36h.2"	"GO:0002685"	"regulation of leukocyte migration"	"15/535"	"158/16992"	0.00014289365497191	0.0056943789233666	0.00503255567928617	"347/623/683/6387/23604/3554/90865/100528032/3965/80310/5228/2185/5919/5054/2277"	15
"F.F.8h.1"	"GO:0002685"	"regulation of leukocyte migration"	"11/423"	"158/16992"	0.00203795573437032	0.0183559197995041	0.0142227355700786	"100/6348/1235/1236/257144/3383/3735/4067/2185/26228/7124"	11
"L.Pbmc.24h.1"	"GO:0002685"	"regulation of leukocyte migration"	"10/264"	"158/16992"	0.000184177454640967	0.00436746137438612	0.003399204952321	"6369/1906/29108/7941/199/3965/5724/972/6363/2621"	10
"L.Pbmc.24h.2"	"GO:0002685"	"regulation of leukocyte migration"	"12/302"	"158/16992"	2.60913311671307e-05	0.000889714392799156	0.000639924227572784	"6369/1240/1906/3569/7941/199/3965/4283/5724/972/6363/3627"	12
"L.Pbmc.6h.1"	"GO:0002685"	"regulation of leukocyte migration"	"5/90"	"158/16992"	0.00151868630772676	0.0196571205141356	0.0139179042533865	"1906/29108/3569/5724/100"	5
"L.Pbmc.8h.1"	"GO:0002685"	"regulation of leukocyte migration"	"10/196"	"158/16992"	1.51014479911057e-05	0.000873520473417505	0.000645058557498935	"3552/1906/7057/29108/3569/7941/101/23075/3627/100"	10
"L.Pbmc.8h.2"	"GO:0002685"	"regulation of leukocyte migration"	"13/220"	"158/16992"	1.42817263958017e-07	2.23963436661436e-05	1.62497346264194e-05	"3552/2920/1906/7057/29108/3569/101/6351/4283/26585/23075/3627/100"	13
"L.T.10d.1"	"GO:0002685"	"regulation of leukocyte migration"	"10/295"	"158/16992"	0.000445704660289578	0.00934560223692312	0.00706014812074113	"301/57118/6351/6352/3576/2833/257144/3565/3569/7057"	10
"M.APC.12h.1"	"GO:0002685"	"regulation of leukocyte migration"	"24/1114"	"158/16992"	9.75739478611855e-05	0.00581966914312289	0.00501151129668158	"29/100/708/719/728/57118/6347/6352/6354/1236/1435/10563/3576/1588/1906/3146/3554/3569/3965/7941/5054/23075/7124/7422"	24
"M.APC.12h.2"	"GO:0002685"	"regulation of leukocyte migration"	"14/606"	"158/16992"	0.00158963213710747	0.0274806691843958	0.0219666692059427	"613/708/728/3576/1906/3554/3569/3958/3965/7941/23075/7124/8784/7422"	14
"M.APC.18h.1"	"GO:0002685"	"regulation of leukocyte migration"	"25/674"	"158/16992"	3.26542459620147e-09	6.05801571087296e-07	5.23567867887798e-07	"100/683/708/57118/6347/6369/6351/6354/1435/2919/6374/6372/3576/1588/1906/26585/3554/3958/3965/11240/7941/5473/5054/23075/7057"	25
"M.APC.24h.1"	"GO:0002685"	"regulation of leukocyte migration"	"25/1115"	"158/16992"	3.58413134875803e-05	0.001597918262137	0.00140506023472625	"6868/708/719/727/728/27202/57118/56477/1230/729230/1435/2919/2920/3576/1588/2621/3162/3383/90865/3676/3735/3965/8995/7422/7784"	25
